season,md,home_team,away_team,home_goals,away_goals
2009/2010,4,VfL Osnabrück,FC Ingolstadt,5,2
2009/2010,4,VfB Stuttgart,Jahn Regensburg,2,3
2009/2010,4,SV Wehen Wiesbaden,Wuppertaler SV Borussia,2,3
2009/2010,4,SV Sandhausen,1. FC Heidenheim,3,0
2009/2010,5,FC Ingolstadt,Borussia Dortmund II,0,1
2009/2010,5,Werder Bremen,Wacker Burghausen,3,4
2009/2010,5,Wuppertaler SV Borussia,SV Sandhausen,0,2
2009/2010,5,1. FC Heidenheim,Bayern München II,4,2
2009/2010,5,FC Carl Zeiss Jena,Rot-Weiß Erfurt,0,3
2009/2010,5,VfB Stuttgart,SV Wehen Wiesbaden,3,0
2009/2010,5,SG Dynamo Dresden,Erzgebirge Aue,3,0
2009/2010,5,Kickers Offenbach,Holstein Kiel,2,3
2009/2010,5,SpVgg Unterhaching,VfL Osnabrück,1,0
2009/2010,5,Jahn Regensburg,Eintracht Braunschweig,1,0
2009/2010,6,Rot-Weiß Erfurt,SG Dynamo Dresden,4,1
2009/2010,6,SV Sandhausen,VfB Stuttgart,2,1
2009/2010,6,SV Wehen Wiesbaden,Jahn Regensburg,0,2
2009/2010,6,Borussia Dortmund II,SpVgg Unterhaching,1,2
2009/2010,6,Eintracht Braunschweig,Werder Bremen,1,2
2009/2010,6,Wacker Burghausen,Kickers Offenbach,1,0
2009/2010,6,Bayern München II,Wuppertaler SV Borussia,3,1
2009/2010,6,Erzgebirge Aue,1. FC Heidenheim,0,1
2009/2010,6,Holstein Kiel,FC Ingolstadt,2,2
2009/2010,6,VfL Osnabrück,FC Carl Zeiss Jena,2,0
2009/2010,7,Kickers Offenbach,Eintracht Braunschweig,3,0
2009/2010,7,FC Ingolstadt,Wacker Burghausen,6,0
2009/2010,7,Jahn Regensburg,Werder Bremen,1,0
2009/2010,7,SG Dynamo Dresden,VfL Osnabrück,0,0
2009/2010,7,FC Carl Zeiss Jena,Borussia Dortmund II,2,1
2009/2010,7,VfB Stuttgart,Bayern München II,2,4
2009/2010,7,SV Wehen Wiesbaden,SV Sandhausen,2,1
2009/2010,7,SpVgg Unterhaching,Holstein Kiel,3,1
2009/2010,7,Wuppertaler SV Borussia,Erzgebirge Aue,0,2
2009/2010,7,1. FC Heidenheim,Rot-Weiß Erfurt,2,2
2009/2010,8,Eintracht Braunschweig,FC Ingolstadt,2,1
2009/2010,8,Rot-Weiß Erfurt,Wuppertaler SV Borussia,1,0
2009/2010,8,Erzgebirge Aue,VfB Stuttgart,1,0
2009/2010,8,SV Sandhausen,Jahn Regensburg,2,1
2009/2010,8,VfL Osnabrück,1. FC Heidenheim,3,2
2009/2010,8,Wacker Burghausen,SpVgg Unterhaching,3,0
2009/2010,8,Holstein Kiel,FC Carl Zeiss Jena,0,1
2009/2010,8,Borussia Dortmund II,SG Dynamo Dresden,1,0
2009/2010,8,Bayern München II,SV Wehen Wiesbaden,0,0
2009/2010,8,Werder Bremen,Kickers Offenbach,0,1
2009/2010,9,SV Wehen Wiesbaden,Erzgebirge Aue,2,0
2009/2010,9,SpVgg Unterhaching,Eintracht Braunschweig,2,0
2009/2010,9,FC Carl Zeiss Jena,Wacker Burghausen,0,0
2009/2010,9,1. FC Heidenheim,Borussia Dortmund II,2,1
2009/2010,9,VfB Stuttgart,Rot-Weiß Erfurt,3,1
2009/2010,9,SV Sandhausen,Bayern München II,4,2
2009/2010,9,FC Ingolstadt,Werder Bremen,4,1
2009/2010,9,SG Dynamo Dresden,Holstein Kiel,3,0
2009/2010,9,Jahn Regensburg,Kickers Offenbach,1,1
2009/2010,9,Wuppertaler SV Borussia,VfL Osnabrück,0,4
2009/2010,10,Borussia Dortmund II,Wuppertaler SV Borussia,2,0
2009/2010,10,Eintracht Braunschweig,FC Carl Zeiss Jena,2,1
2009/2010,10,Rot-Weiß Erfurt,SV Wehen Wiesbaden,1,2
2009/2010,10,VfL Osnabrück,VfB Stuttgart,0,1
2009/2010,10,Holstein Kiel,1. FC Heidenheim,1,0
2009/2010,10,Wacker Burghausen,SG Dynamo Dresden,2,0
2009/2010,10,Bayern München II,Jahn Regensburg,0,5
2009/2010,10,Kickers Offenbach,FC Ingolstadt,0,1
2009/2010,10,Erzgebirge Aue,SV Sandhausen,3,1
2009/2010,10,Werder Bremen,SpVgg Unterhaching,3,1
2009/2010,11,Wuppertaler SV Borussia,Holstein Kiel,5,3
2009/2010,11,Bayern München II,Erzgebirge Aue,2,3
2009/2010,11,VfB Stuttgart,Borussia Dortmund II,2,1
2009/2010,11,SV Wehen Wiesbaden,VfL Osnabrück,4,0
2009/2010,11,SV Sandhausen,Rot-Weiß Erfurt,1,2
2009/2010,11,SpVgg Unterhaching,Kickers Offenbach,1,2
2009/2010,11,FC Carl Zeiss Jena,Werder Bremen,2,2
2009/2010,11,SG Dynamo Dresden,Eintracht Braunschweig,1,1
2009/2010,11,Jahn Regensburg,FC Ingolstadt,0,2
2009/2010,11,1. FC Heidenheim,Wacker Burghausen,6,1
2009/2010,12,Borussia Dortmund II,SV Wehen Wiesbaden,1,1
2009/2010,12,Werder Bremen,SG Dynamo Dresden,2,0
2009/2010,12,Holstein Kiel,VfB Stuttgart,2,0
2009/2010,12,Wacker Burghausen,Wuppertaler SV Borussia,1,0
2009/2010,12,VfL Osnabrück,SV Sandhausen,3,1
2009/2010,12,Rot-Weiß Erfurt,Bayern München II,2,0
2009/2010,12,Erzgebirge Aue,Jahn Regensburg,3,1
2009/2010,12,FC Ingolstadt,SpVgg Unterhaching,2,2
2009/2010,12,Kickers Offenbach,FC Carl Zeiss Jena,4,0
2009/2010,12,Eintracht Braunschweig,1. FC Heidenheim,1,1
2009/2010,13,FC Carl Zeiss Jena,FC Ingolstadt,2,0
2009/2010,13,Bayern München II,VfL Osnabrück,1,1
2009/2010,13,SV Sandhausen,Borussia Dortmund II,3,2
2009/2010,13,Wuppertaler SV Borussia,Eintracht Braunschweig,1,1
2009/2010,13,1. FC Heidenheim,Werder Bremen,1,2
2009/2010,13,Erzgebirge Aue,Rot-Weiß Erfurt,2,0
2009/2010,13,VfB Stuttgart,Wacker Burghausen,1,0
2009/2010,13,SV Wehen Wiesbaden,Holstein Kiel,2,1
2009/2010,13,Jahn Regensburg,SpVgg Unterhaching,1,3
2009/2010,13,SG Dynamo Dresden,Kickers Offenbach,2,4
2009/2010,14,Borussia Dortmund II,Bayern München II,0,2
2009/2010,14,FC Ingolstadt,SG Dynamo Dresden,0,0
2009/2010,14,VfL Osnabrück,Erzgebirge Aue,3,1
2009/2010,14,Rot-Weiß Erfurt,Jahn Regensburg,0,0
2009/2010,14,Kickers Offenbach,1. FC Heidenheim,2,1
2009/2010,14,Werder Bremen,Wuppertaler SV Borussia,0,1
2009/2010,14,Eintracht Braunschweig,VfB Stuttgart,4,3
2009/2010,14,Wacker Burghausen,SV Wehen Wiesbaden,2,0
2009/2010,14,Holstein Kiel,SV Sandhausen,0,0
2009/2010,14,SpVgg Unterhaching,FC Carl Zeiss Jena,3,1
2009/2010,15,1. FC Heidenheim,FC Ingolstadt,0,1
2009/2010,15,Wuppertaler SV Borussia,Kickers Offenbach,1,1
2009/2010,15,SV Wehen Wiesbaden,Eintracht Braunschweig,0,0
2009/2010,15,SV Sandhausen,Wacker Burghausen,0,0
2009/2010,15,Erzgebirge Aue,Borussia Dortmund II,2,2
2009/2010,15,Rot-Weiß Erfurt,VfL Osnabrück,2,0
2009/2010,15,SG Dynamo Dresden,SpVgg Unterhaching,0,2
2009/2010,15,Jahn Regensburg,FC Carl Zeiss Jena,1,1
2009/2010,15,VfB Stuttgart,Werder Bremen,0,1
2009/2010,15,Bayern München II,Holstein Kiel,2,1
2009/2010,16,Holstein Kiel,Erzgebirge Aue,2,1
2009/2010,16,Wacker Burghausen,Bayern München II,2,1
2009/2010,16,VfL Osnabrück,Jahn Regensburg,1,0
2009/2010,16,FC Carl Zeiss Jena,SG Dynamo Dresden,0,4
2009/2010,16,SpVgg Unterhaching,1. FC Heidenheim,0,2
2009/2010,16,Kickers Offenbach,VfB Stuttgart,2,0
2009/2010,16,Werder Bremen,SV Wehen Wiesbaden,5,0
2009/2010,16,Eintracht Braunschweig,SV Sandhausen,6,0
2009/2010,16,Borussia Dortmund II,Rot-Weiß Erfurt,1,0
2009/2010,16,FC Ingolstadt,Wuppertaler SV Borussia,0,2
2009/2010,17,Erzgebirge Aue,Wacker Burghausen,3,0
2009/2010,17,VfL Osnabrück,Borussia Dortmund II,4,1
2009/2010,17,Rot-Weiß Erfurt,Holstein Kiel,0,0
2009/2010,17,VfB Stuttgart,FC Ingolstadt,2,4
2009/2010,17,Bayern München II,Eintracht Braunschweig,1,1
2009/2010,17,SV Sandhausen,Werder Bremen,2,2
2009/2010,17,Wuppertaler SV Borussia,SpVgg Unterhaching,1,0
2009/2010,17,1. FC Heidenheim,FC Carl Zeiss Jena,3,1
2009/2010,17,Jahn Regensburg,SG Dynamo Dresden,2,0
2009/2010,17,SV Wehen Wiesbaden,Kickers Offenbach,3,3
2009/2010,18,Jahn Regensburg,Borussia Dortmund II,2,0
2009/2010,18,Holstein Kiel,VfL Osnabrück,1,1
2009/2010,18,SG Dynamo Dresden,1. FC Heidenheim,4,3
2009/2010,18,Wacker Burghausen,Rot-Weiß Erfurt,1,3
2009/2010,18,Eintracht Braunschweig,Erzgebirge Aue,3,0
2009/2010,18,Kickers Offenbach,SV Sandhausen,3,3
2009/2010,18,FC Ingolstadt,SV Wehen Wiesbaden,5,1
2009/2010,18,SpVgg Unterhaching,VfB Stuttgart,1,0
2009/2010,18,FC Carl Zeiss Jena,Wuppertaler SV Borussia,1,0
2009/2010,18,Werder Bremen,Bayern München II,0,3
2009/2010,19,VfB Stuttgart,FC Carl Zeiss Jena,0,1
2009/2010,19,VfL Osnabrück,Wacker Burghausen,2,1
2009/2010,19,Rot-Weiß Erfurt,Eintracht Braunschweig,2,1
2009/2010,19,Bayern München II,Kickers Offenbach,2,1
2009/2010,19,Erzgebirge Aue,Werder Bremen,2,1
2009/2010,19,SV Wehen Wiesbaden,SpVgg Unterhaching,2,1
2009/2010,19,1. FC Heidenheim,Jahn Regensburg,3,2
2009/2010,19,Borussia Dortmund II,Holstein Kiel,1,0
2009/2010,19,Wuppertaler SV Borussia,SG Dynamo Dresden,1,0
2009/2010,19,SV Sandhausen,FC Ingolstadt,1,2
2009/2010,20,VfL Osnabrück,Eintracht Braunschweig,1,0
2009/2010,20,SV Wehen Wiesbaden,FC Carl Zeiss Jena,1,1
2009/2010,20,Holstein Kiel,Jahn Regensburg,1,0
2009/2010,20,VfB Stuttgart,SG Dynamo Dresden,2,2
2009/2010,20,SV Sandhausen,SpVgg Unterhaching,3,1
2009/2010,20,Erzgebirge Aue,Kickers Offenbach,4,2
2009/2010,20,Rot-Weiß Erfurt,Werder Bremen,1,1
2009/2010,20,Borussia Dortmund II,Wacker Burghausen,3,0
2009/2010,20,Wuppertaler SV Borussia,1. FC Heidenheim,1,2
2009/2010,20,Bayern München II,FC Ingolstadt,1,0
2009/2010,21,Eintracht Braunschweig,Borussia Dortmund II,1,2
2009/2010,21,Jahn Regensburg,Wuppertaler SV Borussia,1,0
2009/2010,21,Werder Bremen,VfL Osnabrück,0,1
2009/2010,21,Wacker Burghausen,Holstein Kiel,0,3
2009/2010,21,SpVgg Unterhaching,Bayern München II,0,1
2009/2010,21,FC Carl Zeiss Jena,SV Sandhausen,0,1
2009/2010,21,SG Dynamo Dresden,SV Wehen Wiesbaden,3,1
2009/2010,21,FC Ingolstadt,Erzgebirge Aue,5,1
2009/2010,21,Kickers Offenbach,Rot-Weiß Erfurt,0,0
2009/2010,21,1. FC Heidenheim,VfB Stuttgart,2,1
2009/2010,22,Wacker Burghausen,Jahn Regensburg,1,1
2009/2010,22,Borussia Dortmund II,Werder Bremen,1,2
2009/2010,22,Rot-Weiß Erfurt,FC Ingolstadt,2,1
2009/2010,22,Erzgebirge Aue,SpVgg Unterhaching,2,0
2009/2010,22,VfL Osnabrück,Kickers Offenbach,1,0
2009/2010,22,SV Wehen Wiesbaden,1. FC Heidenheim,1,2
2009/2010,22,Holstein Kiel,Eintracht Braunschweig,1,1
2009/2010,22,VfB Stuttgart,Wuppertaler SV Borussia,1,3
2009/2010,22,Bayern München II,FC Carl Zeiss Jena,0,0
2009/2010,22,SV Sandhausen,SG Dynamo Dresden,0,0
2009/2010,23,SpVgg Unterhaching,Rot-Weiß Erfurt,1,1
2009/2010,23,Eintracht Braunschweig,Wacker Burghausen,1,0
2009/2010,23,Jahn Regensburg,VfB Stuttgart,0,0
2009/2010,23,Kickers Offenbach,Borussia Dortmund II,1,2
2009/2010,23,FC Ingolstadt,VfL Osnabrück,0,0
2009/2010,23,SG Dynamo Dresden,Bayern München II,2,0
2009/2010,23,FC Carl Zeiss Jena,Erzgebirge Aue,1,0
2009/2010,23,Werder Bremen,Holstein Kiel,6,1
2009/2010,23,1. FC Heidenheim,SV Sandhausen,1,0
2009/2010,23,Wuppertaler SV Borussia,SV Wehen Wiesbaden,0,2
2009/2010,24,Eintracht Braunschweig,Jahn Regensburg,1,0
2009/2010,24,SV Wehen Wiesbaden,VfB Stuttgart,1,4
2009/2010,24,VfL Osnabrück,SpVgg Unterhaching,1,0
2009/2010,24,SV Sandhausen,Wuppertaler SV Borussia,1,3
2009/2010,24,Holstein Kiel,Kickers Offenbach,0,0
2009/2010,24,Bayern München II,1. FC Heidenheim,4,2
2009/2010,24,Wacker Burghausen,Werder Bremen,1,1
2009/2010,24,Erzgebirge Aue,SG Dynamo Dresden,2,0
2009/2010,24,Rot-Weiß Erfurt,FC Carl Zeiss Jena,0,3
2009/2010,24,Borussia Dortmund II,FC Ingolstadt,0,1
2009/2010,25,SG Dynamo Dresden,Rot-Weiß Erfurt,1,0
2009/2010,25,1. FC Heidenheim,Erzgebirge Aue,0,0
2009/2010,25,Jahn Regensburg,SV Wehen Wiesbaden,0,3
2009/2010,25,VfB Stuttgart,SV Sandhausen,3,0
2009/2010,25,Wuppertaler SV Borussia,Bayern München II,5,3
2009/2010,25,FC Carl Zeiss Jena,VfL Osnabrück,1,1
2009/2010,25,SpVgg Unterhaching,Borussia Dortmund II,1,1
2009/2010,25,FC Ingolstadt,Holstein Kiel,1,0
2009/2010,25,Kickers Offenbach,Wacker Burghausen,3,0
2009/2010,25,Werder Bremen,Eintracht Braunschweig,0,3
2009/2010,26,Werder Bremen,Jahn Regensburg,4,1
2009/2010,26,Wacker Burghausen,FC Ingolstadt,4,2
2009/2010,26,Eintracht Braunschweig,Kickers Offenbach,0,0
2009/2010,26,SV Sandhausen,SV Wehen Wiesbaden,2,1
2009/2010,26,Bayern München II,VfB Stuttgart,2,0
2009/2010,26,Erzgebirge Aue,Wuppertaler SV Borussia,1,0
2009/2010,26,Rot-Weiß Erfurt,1. FC Heidenheim,1,2
2009/2010,26,Borussia Dortmund II,FC Carl Zeiss Jena,0,3
2009/2010,26,VfL Osnabrück,SG Dynamo Dresden,1,1
2009/2010,26,Holstein Kiel,SpVgg Unterhaching,2,2
2009/2010,27,1. FC Heidenheim,VfL Osnabrück,1,0
2009/2010,27,SV Wehen Wiesbaden,Bayern München II,1,2
2009/2010,27,SG Dynamo Dresden,Borussia Dortmund II,3,2
2009/2010,27,SpVgg Unterhaching,Wacker Burghausen,1,1
2009/2010,27,VfB Stuttgart,Erzgebirge Aue,1,2
2009/2010,27,Wuppertaler SV Borussia,Rot-Weiß Erfurt,0,3
2009/2010,27,FC Ingolstadt,Eintracht Braunschweig,3,3
2009/2010,27,Kickers Offenbach,Werder Bremen,4,0
2009/2010,27,Jahn Regensburg,SV Sandhausen,1,1
2009/2010,27,FC Carl Zeiss Jena,Holstein Kiel,3,0
2009/2010,28,Werder Bremen,FC Ingolstadt,0,0
2009/2010,28,Erzgebirge Aue,SV Wehen Wiesbaden,2,2
2009/2010,28,Wacker Burghausen,FC Carl Zeiss Jena,2,3
2009/2010,28,Holstein Kiel,SG Dynamo Dresden,1,0
2009/2010,28,Bayern München II,SV Sandhausen,2,2
2009/2010,28,Borussia Dortmund II,1. FC Heidenheim,1,1
2009/2010,28,Rot-Weiß Erfurt,VfB Stuttgart,0,1
2009/2010,28,VfL Osnabrück,Wuppertaler SV Borussia,1,1
2009/2010,28,Eintracht Braunschweig,SpVgg Unterhaching,1,0
2009/2010,28,Kickers Offenbach,Jahn Regensburg,0,0
2009/2010,29,FC Carl Zeiss Jena,Eintracht Braunschweig,2,1
2009/2010,29,FC Ingolstadt,Kickers Offenbach,1,0
2009/2010,29,SV Wehen Wiesbaden,Rot-Weiß Erfurt,2,0
2009/2010,29,SpVgg Unterhaching,Werder Bremen,0,1
2009/2010,29,SG Dynamo Dresden,Wacker Burghausen,1,0
2009/2010,29,1. FC Heidenheim,Holstein Kiel,3,0
2009/2010,29,VfB Stuttgart,VfL Osnabrück,0,1
2009/2010,29,Wuppertaler SV Borussia,Borussia Dortmund II,0,2
2009/2010,29,SV Sandhausen,Erzgebirge Aue,0,0
2009/2010,29,Jahn Regensburg,Bayern München II,1,1
2009/2010,30,Kickers Offenbach,SpVgg Unterhaching,1,3
2009/2010,30,Wacker Burghausen,1. FC Heidenheim,1,3
2009/2010,30,Borussia Dortmund II,VfB Stuttgart,1,2
2009/2010,30,VfL Osnabrück,SV Wehen Wiesbaden,0,0
2009/2010,30,Rot-Weiß Erfurt,SV Sandhausen,1,0
2009/2010,30,Erzgebirge Aue,Bayern München II,2,0
2009/2010,30,Eintracht Braunschweig,SG Dynamo Dresden,0,1
2009/2010,30,Holstein Kiel,Wuppertaler SV Borussia,1,1
2009/2010,30,Werder Bremen,FC Carl Zeiss Jena,1,2
2009/2010,30,FC Ingolstadt,Jahn Regensburg,2,2
2009/2010,31,SpVgg Unterhaching,FC Ingolstadt,1,2
2009/2010,31,1. FC Heidenheim,Eintracht Braunschweig,0,1
2009/2010,31,VfB Stuttgart,Holstein Kiel,1,0
2009/2010,31,Wuppertaler SV Borussia,Wacker Burghausen,1,2
2009/2010,31,Jahn Regensburg,Erzgebirge Aue,2,1
2009/2010,31,SV Wehen Wiesbaden,Borussia Dortmund II,2,0
2009/2010,31,SG Dynamo Dresden,Werder Bremen,1,0
2009/2010,31,FC Carl Zeiss Jena,Kickers Offenbach,0,0
2009/2010,31,Bayern München II,Rot-Weiß Erfurt,1,0
2009/2010,31,SV Sandhausen,VfL Osnabrück,3,2
2009/2010,32,SpVgg Unterhaching,Jahn Regensburg,2,0
2009/2010,32,Borussia Dortmund II,SV Sandhausen,2,1
2009/2010,32,Rot-Weiß Erfurt,Erzgebirge Aue,0,0
2009/2010,32,VfL Osnabrück,Bayern München II,4,1
2009/2010,32,Holstein Kiel,SV Wehen Wiesbaden,1,1
2009/2010,32,Wacker Burghausen,VfB Stuttgart,3,0
2009/2010,32,Eintracht Braunschweig,Wuppertaler SV Borussia,3,0
2009/2010,32,Werder Bremen,1. FC Heidenheim,1,1
2009/2010,32,Kickers Offenbach,SG Dynamo Dresden,1,0
2009/2010,32,FC Ingolstadt,FC Carl Zeiss Jena,2,2
2009/2010,33,SV Wehen Wiesbaden,Wacker Burghausen,3,1
2009/2010,33,SV Sandhausen,Holstein Kiel,1,1
2009/2010,33,VfB Stuttgart,Eintracht Braunschweig,1,2
2009/2010,33,Wuppertaler SV Borussia,Werder Bremen,1,1
2009/2010,33,1. FC Heidenheim,Kickers Offenbach,0,2
2009/2010,33,FC Carl Zeiss Jena,SpVgg Unterhaching,1,1
2009/2010,33,Jahn Regensburg,Rot-Weiß Erfurt,0,2
2009/2010,33,Erzgebirge Aue,VfL Osnabrück,3,0
2009/2010,33,Bayern München II,Borussia Dortmund II,3,0
2009/2010,33,SG Dynamo Dresden,FC Ingolstadt,2,0
2009/2010,34,FC Ingolstadt,1. FC Heidenheim,4,3
2009/2010,34,Eintracht Braunschweig,SV Wehen Wiesbaden,3,1
2009/2010,34,Wacker Burghausen,SV Sandhausen,5,2
2009/2010,34,Borussia Dortmund II,Erzgebirge Aue,1,3
2009/2010,34,VfL Osnabrück,Rot-Weiß Erfurt,3,1
2009/2010,34,Kickers Offenbach,Wuppertaler SV Borussia,0,1
2009/2010,34,Holstein Kiel,Bayern München II,2,2
2009/2010,34,SpVgg Unterhaching,SG Dynamo Dresden,0,0
2009/2010,34,FC Carl Zeiss Jena,Jahn Regensburg,3,1
2009/2010,34,Werder Bremen,VfB Stuttgart,0,3
2009/2010,35,VfB Stuttgart,Kickers Offenbach,2,0
2009/2010,35,Rot-Weiß Erfurt,Borussia Dortmund II,1,0
2009/2010,35,SG Dynamo Dresden,FC Carl Zeiss Jena,0,3
2009/2010,35,Erzgebirge Aue,Holstein Kiel,3,1
2009/2010,35,Bayern München II,Wacker Burghausen,2,0
2009/2010,35,SV Sandhausen,Eintracht Braunschweig,1,1
2009/2010,35,SV Wehen Wiesbaden,Werder Bremen,2,0
2009/2010,35,Jahn Regensburg,VfL Osnabrück,2,2
2009/2010,35,1. FC Heidenheim,SpVgg Unterhaching,2,4
2009/2010,35,Wuppertaler SV Borussia,FC Ingolstadt,0,2
2009/2010,36,FC Ingolstadt,VfB Stuttgart,1,1
2009/2010,36,FC Carl Zeiss Jena,1. FC Heidenheim,1,2
2009/2010,36,SpVgg Unterhaching,Wuppertaler SV Borussia,1,0
2009/2010,36,Werder Bremen,SV Sandhausen,3,0
2009/2010,36,Eintracht Braunschweig,Bayern München II,3,1
2009/2010,36,Wacker Burghausen,Erzgebirge Aue,0,2
2009/2010,36,Holstein Kiel,Rot-Weiß Erfurt,1,2
2009/2010,36,Borussia Dortmund II,VfL Osnabrück,1,2
2009/2010,36,SG Dynamo Dresden,Jahn Regensburg,0,2
2009/2010,36,Kickers Offenbach,SV Wehen Wiesbaden,3,0
2009/2010,37,Rot-Weiß Erfurt,Wacker Burghausen,1,1
2009/2010,37,Borussia Dortmund II,Jahn Regensburg,2,0
2009/2010,37,Erzgebirge Aue,Eintracht Braunschweig,2,1
2009/2010,37,Bayern München II,Werder Bremen,2,1
2009/2010,37,SV Sandhausen,Kickers Offenbach,1,1
2009/2010,37,SV Wehen Wiesbaden,FC Ingolstadt,1,5
2009/2010,37,VfB Stuttgart,SpVgg Unterhaching,3,1
2009/2010,37,Wuppertaler SV Borussia,FC Carl Zeiss Jena,1,1
2009/2010,37,1. FC Heidenheim,SG Dynamo Dresden,3,0
2009/2010,37,VfL Osnabrück,Holstein Kiel,3,1
2009/2010,38,SG Dynamo Dresden,Wuppertaler SV Borussia,3,2
2009/2010,38,Wacker Burghausen,VfL Osnabrück,0,1
2009/2010,38,Eintracht Braunschweig,Rot-Weiß Erfurt,1,1
2009/2010,38,Werder Bremen,Erzgebirge Aue,2,1
2009/2010,38,Kickers Offenbach,Bayern München II,4,1
2009/2010,38,FC Ingolstadt,SV Sandhausen,1,1
2009/2010,38,FC Carl Zeiss Jena,VfB Stuttgart,1,2
2009/2010,38,SpVgg Unterhaching,SV Wehen Wiesbaden,4,3
2009/2010,38,Jahn Regensburg,1. FC Heidenheim,2,2
2009/2010,38,Holstein Kiel,Borussia Dortmund II,4,3
2010/2011,1,SV Babelsberg 03,Bayern München II,1,0
2010/2011,1,VfB Stuttgart,Rot-Weiß Erfurt,3,1
2010/2011,1,FC Carl Zeiss Jena,1. FC Heidenheim,2,1
2010/2011,1,Hansa Rostock,VfR Aalen,3,0
2010/2011,1,Werder Bremen,Jahn Regensburg,0,1
2010/2011,1,SpVgg Unterhaching,SV Wehen Wiesbaden,0,1
2010/2011,1,Wacker Burghausen,SV Sandhausen,1,4
2010/2011,1,Eintracht Braunschweig,SG Dynamo Dresden,2,1
2010/2011,1,Kickers Offenbach,1. FC Saarbrucken,2,0
2010/2011,1,TuS Koblenz,Rot Weiss Ahlen,0,0
2010/2011,2,Rot-Weiß Erfurt,Hansa Rostock,0,1
2010/2011,2,VfR Aalen,TuS Koblenz,1,2
2010/2011,2,Rot Weiss Ahlen,Werder Bremen,1,1
2010/2011,2,SG Dynamo Dresden,FC Carl Zeiss Jena,2,0
2010/2011,2,Bayern München II,Wacker Burghausen,1,1
2010/2011,2,SV Sandhausen,Kickers Offenbach,0,2
2010/2011,2,1. FC Saarbrucken,Eintracht Braunschweig,0,3
2010/2011,2,Jahn Regensburg,SpVgg Unterhaching,3,0
2010/2011,2,1. FC Heidenheim,VfB Stuttgart,0,0
2010/2011,2,SV Wehen Wiesbaden,SV Babelsberg 03,1,0
2010/2011,3,SpVgg Unterhaching,Rot Weiss Ahlen,0,0
2010/2011,3,FC Carl Zeiss Jena,1. FC Saarbrucken,0,7
2010/2011,3,TuS Koblenz,Rot-Weiß Erfurt,1,1
2010/2011,3,SV Babelsberg 03,Jahn Regensburg,0,1
2010/2011,3,Kickers Offenbach,Bayern München II,4,1
2010/2011,3,Wacker Burghausen,SV Wehen Wiesbaden,1,1
2010/2011,3,VfB Stuttgart,Hansa Rostock,3,0
2010/2011,3,1. FC Heidenheim,SG Dynamo Dresden,3,0
2010/2011,3,Werder Bremen,VfR Aalen,1,1
2010/2011,3,Eintracht Braunschweig,SV Sandhausen,2,0
2010/2011,4,Jahn Regensburg,Wacker Burghausen,2,0
2010/2011,4,VfR Aalen,SpVgg Unterhaching,0,0
2010/2011,4,Hansa Rostock,TuS Koblenz,2,0
2010/2011,4,Rot-Weiß Erfurt,Werder Bremen,2,1
2010/2011,4,1. FC Saarbrucken,1. FC Heidenheim,3,4
2010/2011,4,SV Sandhausen,FC Carl Zeiss Jena,0,2
2010/2011,4,SV Wehen Wiesbaden,Kickers Offenbach,1,2
2010/2011,4,Bayern München II,Eintracht Braunschweig,1,0
2010/2011,4,Rot Weiss Ahlen,SV Babelsberg 03,0,2
2010/2011,4,SG Dynamo Dresden,VfB Stuttgart,1,1
2010/2011,5,VfB Stuttgart,TuS Koblenz,1,2
2010/2011,5,SV Babelsberg 03,VfR Aalen,3,1
2010/2011,5,SpVgg Unterhaching,Rot-Weiß Erfurt,3,1
2010/2011,5,Werder Bremen,Hansa Rostock,0,2
2010/2011,5,1. FC Heidenheim,SV Sandhausen,1,1
2010/2011,5,FC Carl Zeiss Jena,Bayern München II,1,1
2010/2011,5,Eintracht Braunschweig,SV Wehen Wiesbaden,1,2
2010/2011,5,Wacker Burghausen,Rot Weiss Ahlen,1,1
2010/2011,5,Kickers Offenbach,Jahn Regensburg,2,1
2010/2011,5,SG Dynamo Dresden,1. FC Saarbrucken,3,0
2010/2011,6,Rot Weiss Ahlen,Kickers Offenbach,3,3
2010/2011,6,SV Sandhausen,SG Dynamo Dresden,4,1
2010/2011,6,1. FC Saarbrucken,VfB Stuttgart,1,0
2010/2011,6,TuS Koblenz,Werder Bremen,0,0
2010/2011,6,Rot-Weiß Erfurt,SV Babelsberg 03,4,2
2010/2011,6,SV Wehen Wiesbaden,FC Carl Zeiss Jena,2,1
2010/2011,6,Bayern München II,1. FC Heidenheim,2,3
2010/2011,6,Jahn Regensburg,Eintracht Braunschweig,0,3
2010/2011,6,Hansa Rostock,SpVgg Unterhaching,7,2
2010/2011,6,VfR Aalen,Wacker Burghausen,1,0
2010/2011,7,FC Carl Zeiss Jena,Jahn Regensburg,1,2
2010/2011,7,1. FC Heidenheim,SV Wehen Wiesbaden,0,2
2010/2011,7,SG Dynamo Dresden,Bayern München II,3,1
2010/2011,7,1. FC Saarbrucken,SV Sandhausen,3,1
2010/2011,7,SpVgg Unterhaching,TuS Koblenz,1,1
2010/2011,7,SV Babelsberg 03,Hansa Rostock,0,2
2010/2011,7,Wacker Burghausen,Rot-Weiß Erfurt,1,0
2010/2011,7,Kickers Offenbach,VfR Aalen,2,0
2010/2011,7,Eintracht Braunschweig,Rot Weiss Ahlen,2,0
2010/2011,7,VfB Stuttgart,Werder Bremen,0,3
